,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
912,BotKiller69,An anon account to spare me all the crap for daring to have a different opinion.,,44,2,972,0,"You know, if the roles where reversed, and #JohnnyDepp had presented evidence like what #AmberHeard presented, the Heard supporters would, rightfully, be all over Depp.

#JohnnyGotJustice","['JohnnyDepp', 'AmberHeard', 'JohnnyGotJustice']"
913,techjunkiejh,"https://t.co/mVXNWwBD1G , promoter of coding. Coding should be fun. How you think is just as important as what you think. News,games,Movies,TV, invest junkie",,21496,28446,419900,0,#AmberHeard Gets Unfollowed By #Aquaman Director https://t.co/JZqwe51gVK #entertainment https://t.co/JABeVNX6KX,"['AmberHeard', 'Aquaman', 'entertainment']"
914,Tyler_Henderson,fuck amber heard,,11,0,87,5,"what do you think?

RT for #JohnnyDepp 
Like for #AmberHeard 
#jonnydeppvsamberheard https://t.co/4UVc4Q6an8","['JohnnyDepp', 'AmberHeard', 'jonnydeppvsamberheard']"
915,Jamz5251,Deputy Editor @ Daily Mirror | Journalist | Views are strictly personal,Sri Lanka,377,51962,10103,7,"The #JohnnyDepp case against #AmberHeard received wide publicity with some joking it maybe the 1st time a man won an argument against a woman. 
But Depp's lawyer was Camille Vasquez who won the trial for him. 

So finally it was a woman who won the argument fr him ✌️ #JustSaying","['JohnnyDepp', 'AmberHeard', 'JustSaying']"
916,tina_q93,Math teacher,,198,20,572,39,"It’s really nice of #AmberHeard to give people like @ThatUmbrella more fodder for their shows with the continued provocations from her and her supporters like #EveBarlow. 

And to think that some of us believed this gravy train might dry up after the trial.;)",['AmberHeard']
917,EnceladusW,"Musician, Designer, Artist, Astronomer

Have worked in Law & Architecture

https://t.co/PVjjnLuv0C

https://t.co/uNORg1cbNQ",England Uk,249,274,7820,1,"Re-open Appeal (UK) of Johnny Depp defamation case, following unanimous US Jury Verdict - Sign the Petition! https://t.co/PoPHQF1e33 via @UKChange @dshensmith 
So with Perjury a real crime &amp; the fact that #amberheard as given different stories at 4 courts @CPSUK @JudiciaryUK",['amberheard']
918,pawanyadav8,I want to do something special for humanity(specially for poor children and women).I want to make my country(INDIA) a corruption free and developed nation.,india,242,67,12163,44,"Read this article if you haven’t already.. @MoiraDonegan calls it.. #AmberHeard #JohnnyDepp 
https://t.co/Ki9L7MXJjd","['AmberHeard', 'JohnnyDepp']"
919,KingKrizo,"Everybody Wasn't Built For The Streets, That's Why They Made A Curb.                                              🇨🇦🇿🇼",,400,141,4174,0,Bro #EvanderKane Ex girl definitely gives me #AmberHeard vibes. Shortie pulled up to Game 4 a game he suspended in 🤣🤣. https://t.co/uCFr81zrrM,"['EvanderKane', 'AmberHeard']"
920,yung_amtren,,,22,1211,394,5,"what do you think?

RT for #JohnnyDepp 
Like for #AmberHeard 
#jonnydeppvsamberheard https://t.co/4UVc4Q6an8","['JohnnyDepp', 'AmberHeard', 'jonnydeppvsamberheard']"
921,carolineharry,"Nature lover, favorite authors Charles Dickens, M R James. Fan of Count Arthur Strong. Music from the 80's is my thing.",United Kingdom,1087,204,2961,1305,"Look you can say you don’t give a shit about the #JohnnyDepp and #AmberHeard trial but since it ended I’ve had two dv hotline calls TODAY, both male. That’s more than I’ve gotten in the last YEAR if not two. That’s why it’s important.","['JohnnyDepp', 'AmberHeard']"
922,MeronSus,I like watermelons.,,2,0,11,1,@RekietaLaw I give too much elevation to big school credentialed folks and always get burned. like in this case. #micheledauber  is nothing more than a blindly biased hypocritcal #AmberHeard superfan. https://t.co/IekhwFEKf6,[]
923,MarjaMandjali,"Former believer of false allegation for years, finally see the truth with my own eyes and ears. Then witness Big Media twisted The Verdict. iStandWithAllVictim",,150,61,961,1,"I am a victim I am a survivor of DV and I stand by all victims and survivors no matter what there sex , culture , race or beliefs , the trial triggered me because I saw my ex in #AmberHeard it brought back memories of what a vindictive liar HE was and the hell he put me through!",[]
924,pixelbrosandco,"The new wave of pixelated art from renowned artist Ferg.
Discord: https://t.co/zDuXMKaDg8
Insta: https://t.co/zXVwGtH33l",,411,321,5923,4,"“  PANIC IS OUR GREAT ENEMY “

All Panic Items in The Thinkerss Collection @opensea 

 👉🏻 https://t.co/IdNjGs8NrD
 👉🏻 https://t.co/cNTyaXX89N

#nftcollectors #nfts #NFTCommunity  #nftinvestor #NFTshills  #comicart #popsurrealism #characterdesign #johnnydepp #ElonMusk #AmberHeard https://t.co/4hVzJrfE3c",[]
925,Scookey2045,"I stand with Ukraine 🇺🇦
Writer, abuse defeater & counsellor.
https://t.co/JRXgYUptFE 
Genuine victims rejoice Depp proven innocent 
#johnnydepp
#scifi #Ukraine #mentoo","Milton Keynes, UK",491,1433,25560,0,"@TammyKe72662619 AH will never get professional help as she is too weak psychologically to accept she is ever wrong and to face her inner demons.
#Narcissist 
#NarcissisticAbuse 
#abusehasnogender
#AmberHeard 
#JohnnyDepp 
#AmberHeardCommittedPerjury","['Narcissist', 'NarcissisticAbuse', 'abusehasnogender', 'AmberHeard', 'JohnnyDepp', 'AmberHeardCommittedPerjury']"
926,angieheidi,"Irish girl, raised by Germans. Writer, care provider, mom. Laughter can heal ur heart Be kind Be courageous #TruthWillOut",Dreaming of Germany,2852,1157,3056,0,"It has happened to me.
That's why I'm so offended that #AmberHeard lied and played a victim in order to gain publicity. She was found guilty. Jury wasn't biased or they would have never awarded AH 2M. It's sad u wish abuse on others. #JohnnyDeppIsInnocent https://t.co/OXMPixGydd https://t.co/gxUaRyog9s","['AmberHeard', 'JohnnyDeppIsInnocent']"
927,PimzLee,,,4,0,358,39,"It’s really nice of #AmberHeard to give people like @ThatUmbrella more fodder for their shows with the continued provocations from her and her supporters like #EveBarlow. 

And to think that some of us believed this gravy train might dry up after the trial.;)",['AmberHeard']
928,diannebdee,Sometimes my ruminations are too confusing for someone not inside my head. -- Me😎😮😳🇨🇦 #prochoice #animallover #XX #NotCIS #IAmWoman #WOMAN,"Canada,",1216,709,78764,0,"@ThatUmbrella @PopcornedPlanet @andysignore @CA_Divorce @LumberLaw @RekietaLaw @legalbytesmedia @colonelkurtz99 Now #JohnnyDepp is over, how about covering the false allegations #AngelinaJolie has filed against #BradPitt ? No different than #AmberHeard or #EvanRachelWood.","['JohnnyDepp', 'AngelinaJolie', 'BradPitt', 'AmberHeard', 'EvanRachelWood']"
929,MurielKapp,,,48,7,1452,0,Elon musk help AmberHeard for damages ? #amberheard #elonmusk https://t.co/qy0mCPB2we,"['amberheard', 'elonmusk']"
930,TinaMallinder6,drama lama🦙#istandeithjohnnydepp,,287,75,594,1,"I am a victim I am a survivor of DV and I stand by all victims and survivors no matter what there sex , culture , race or beliefs , the trial triggered me because I saw my ex in #AmberHeard it brought back memories of what a vindictive liar HE was and the hell he put me through!",['AmberHeard']
931,Gwennafran,1/6-2022 #JusticeForJohnnyDepp was served 💗💜 He was defamed by his narcisistic ex-wife. Don't DM me unless we have talked/tweeted before. Borderline disorder, Denmark. Gemini ,637,850,40002,138,UPDATE: interview with “rock star” Judy will air tomorrow on @LawCrimeNetwork. I’m under the weather. It will be better to wait. Apologies #JohnnyDepp v. #AmberHeard,[]
932,MrsBosela,"Back on here, What have I missed?",,39,3,103,108,"None of you Turd stans can logically explain away the audio that incriminates her. #AmberHeard’s attempt was pure nonsense. 

If you believe Amber Heard then you are stupid or in denial.",['AmberHeard']
933,ArreTweets,"Arre brings to you engaging videos, web series (fiction and non-fiction), investigative documentaries, audio series, reads, doodles and more.",,62,41981,22429,0,"The Depp vs Heard trial is evidence of the kind of toxicity that most male public figures command by being both irreverent and partially toxic themselves.

#DeppVsHeard #JohnnyDepp #AmberHeard 

https://t.co/dQnzn8icbs https://t.co/6sZ1ODEJlT","['DeppVsHeard', 'JohnnyDepp', 'AmberHeard']"
934,Ashleykristen64,But man is not made for defeat. A man can be destroyed but not defeated.   Hemingway,"Prestonsburg, KY",253,122,1886,1,"Gayle King Announces Positive COVID Results from Workplace: 'Got the 'Rona' https://t.co/eV31Mjceww wasn’t Elaine on her show #JusticeServedForJohnnyDepp #DeppVsHeard #AmberHeardlsALiar #JohnnyDeppIsInnocent 
#johnnydepp #AmberHeard #AmberHeardCommittedPerjury","['JusticeServedForJohnnyDepp', 'DeppVsHeard', 'AmberHeardlsALiar', 'JohnnyDeppIsInnocent', 'johnnydepp', 'AmberHeard', 'AmberHeardCommittedPerjury']"
935,RobotPunkNFT,RobotPunk Collection and Punks Robot are 2 collections of nfts handmade by Mayra in ERC-721 Polygon https://t.co/iVZ1BFOrai,,2580,541,481,5,"what do you think?

RT for #JohnnyDepp 
Like for #AmberHeard 
#jonnydeppvsamberheard https://t.co/4UVc4Q6an8","['JohnnyDepp', 'AmberHeard', 'jonnydeppvsamberheard']"
936,RobotPunkNFT,RobotPunk Collection and Punks Robot are 2 collections of nfts handmade by Mayra in ERC-721 Polygon https://t.co/iVZ1BFOrai,,2580,541,481,5,"what do you think?

RT for #JohnnyDepp 
Like for #AmberHeard 
#jonnydeppvsamberheard https://t.co/4UVc4Q6an8","['JohnnyDepp', 'AmberHeard', 'jonnydeppvsamberheard']"
937,Lady77Crazy,,,305,249,25480,124,"2 trials, 2 jurisdictions: different results. Judge v Jury - sensible conversation for @ModernHistoryTV @RebellionJason ? Maybe invite @legalbytesmedia @UncivilLaw @andysignore @CA_Divorce @hunleyeric #johnnydepp v #amberheard #JusticeServedForJohnnyDepp #JusticeForJohnnyDeep",[]
938,VeganLeaks,Kick-A**-Recipes,,244,69,249,0,“My dog stepped on a bee…” 🤥#AmberHeard #JhonnyDepp https://t.co/pTM2SfhKtE,"['AmberHeard', 'JhonnyDepp']"
939,Lady77Crazy,,,305,249,25480,1336,"Bad news for #AmberHeard -- Bankruptcy Code Section 523(a)(6) prevents a debtor from obtaining the discharge of any debt for “willful and malicious injury by the debtor to another."" In other words, her $8M+ debt to #JohnnyDepp must be paid in full, and cannot be discharged by BK.",['AmberHeard']
940,moosashead,"Yes I did watch the whole trial, I carefully considered the evidence and #istandwithamberheard #justiceforamberheard Human Rights Lawyer & GBV survivor",,73,91,621,42,"""I smacked the location manager [on the set of a new, stalled project, City of Lies, a film about the murder of Biggie Smalls] and he called the cops on me.""

Interview with GQ UK Edition, November 2018

#JohnnyDeppAmberHeardTrial #JohnnyDepp #JusticeForRockyBrooks
#AmberHeard",[]
941,ghoniilmi,Pemimpi warung kopi.//Gallery: https://t.co/ppS8CtmWom | https://t.co/oqG4Tw8pfE |,,1742,1602,9060,4,"“  PANIC IS OUR GREAT ENEMY “

All Panic Items in The Thinkerss Collection @opensea 

 👉🏻 https://t.co/IdNjGs8NrD
 👉🏻 https://t.co/cNTyaXX89N

#nftcollectors #nfts #NFTCommunity  #nftinvestor #NFTshills  #comicart #popsurrealism #characterdesign #johnnydepp #ElonMusk #AmberHeard https://t.co/4hVzJrfE3c",[]
942,OzawaAndrea,Lawyer turned green tea chugging yarn aficionado with a mouth like a syphilitic sailor. True Crimes junkie 📺 and amateur sleuth 🔎,"Tokyo, Japan",33,4,207,5,"#PerjuryChargesForAmber 
Many #AmberHeard #AmberTurd supporters still use the UK trial as their argument. Let's put the final nail in this coffin. 
#AmberHeardCommittedPerjury #JusticeForJohnnyDeep #JohnnyDepp","['PerjuryChargesForAmber', 'AmberHeard', 'AmberTurd']"
943,HappyScribbler,"❤️#Podcast Host, #Storyteller, Visual #Artist, Transformational Coach & Speaker, Best Selling Author, #Vlogger, ❤️#Crypto ❤️#NFT’s ❤️#Metaverse","Brisbane, Australia ",754,655,3528,1,"And now, a #defamation NFT, I find this kind of odd! 👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻🥸#NFTCreators Cash in on #JohnnyDepp vs. #AmberHeard Trial #nftcommunity #nft
https://t.co/NPdzjM6dkA","['defamation', 'NFTCreators', 'JohnnyDepp', 'AmberHeard']"
944,CorinaMuc,just me...,"munich, germany",89,13,636,108,"None of you Turd stans can logically explain away the audio that incriminates her. #AmberHeard’s attempt was pure nonsense. 

If you believe Amber Heard then you are stupid or in denial.",['AmberHeard']
945,VIP35TEU,Austrian attorney at law/barrister - living & working in Ireland - He/him - supports #LawTube - #BIGBANG & #TREASURE fan - currently #JohnnyDeppAmberHeardTrial,Law & Music Talks ,838,720,5151,0,"Best article about the #JohnnyDepp/ #AmberHeard trial I’ve read so far. MSM are shockingly trying to gaslight people who actually watched the trial (in comparison to them).  I rather believe facts then narratives. Thank you, Natalie! 👏 https://t.co/DVT4H7yHcJ","['JohnnyDepp', 'AmberHeard']"
946,Anne7779,"Realist, Interpendent,Christian, Anti EU,Pro Brexit,Pro LEGAL Imigration,Pro Israel! Anti-Open Boarders. Pro Intergration, StopFakeNews & ClimateHoax ,Straight!",,204,96,23230,108,"None of you Turd stans can logically explain away the audio that incriminates her. #AmberHeard’s attempt was pure nonsense. 

If you believe Amber Heard then you are stupid or in denial.",['AmberHeard']
947,DaniMet1,,,132,53,3171,0,"More and more people are waking up and standing with #AmberHeard.

#IStillStandWithAmberHeard #IStandWithAmberHeard #IStillBelieveAmberHeard #JusticeForAmberHeard #AmberHeardIsInnocent #WeHeardYou #AmberHeardAppeal https://t.co/Hb4no1WGVm","['AmberHeard', 'IStillStandWithAmberHeard', 'IStandWithAmberHeard', 'IStillBelieveAmberHeard', 'JusticeForAmberHeard', 'AmberHeardIsInnocent', 'WeHeardYou', 'AmberHeardAppeal']"
948,Tathiuss,Your future needs you. Your past doesn't! 💫,"İstanbul, Türkiye",343,22,3020,1,"By the way, I don't wanna see #AmberHeard any film, TV shows! In short on the screens! #AmberHeardlsALiar","['AmberHeard', 'AmberHeardlsALiar']"
949,blondiegani,"Stock market analyst in Barclays....Cogito ergo Sum....History, Finance, Law & Politics buff....Everything woke turns to shit...",,986,69,2918,0,@hathyogi31 #AmberHeard future.... https://t.co/hZBYejk6Ut,['AmberHeard']
950,whatyousayiam,,,633,355,1653,223,"Johnny Depp wins defamation case against Amber Heard
#JohnnyDepp #AmberHeard #Animation 

https://t.co/0laWcCdti2 https://t.co/YXCRdNJOZh","['JohnnyDepp', 'AmberHeard', 'Animation']"
951,LubderL,"I just don't like Twitter so I haven't done much decoration here.
And No I'm not a bot neither a right winger nor anything else horrible.",,3,0,134,0,"@Eve_Barlow @ThatUmbrella 
#AmberHeard #JohnnyDepp #JusticeForJohnnyDeppServed 
Who is spinning the Mainstream media talking points? Amber Heard's PR-man: https://t.co/9qbQGi5WKQ","['AmberHeard', 'JohnnyDepp', 'JusticeForJohnnyDeppServed']"
952,WilsonWakpi,"sarcasm and practical jokes, come here for laughs 
1K followers =Goal 🤧",,18,3,25,0,"@kathygriffin your lucky mirrors don't laugh. Geez you should look at yourself, you look like something someone would draw with their left hand. 
#KathyGriffinIsAnAbuser #kathygriffinisajoke #KathyGriffin #AmberHeard #AmberHeardIsAPsycopath #JohnnyDepp #JohnnyDeppVsAmberHeard","['KathyGriffinIsAnAbuser', 'kathygriffinisajoke', 'KathyGriffin', 'AmberHeard', 'AmberHeardIsAPsycopath', 'JohnnyDepp', 'JohnnyDeppVsAmberHeard']"
953,KangarePranay,"I am Pranay.
My parents call me Disappointment.

My latest book: My Inmate Was a Dictator 
https://t.co/YZZ8nrVsag","Pune, India",102,4,949,0,"But both side have just changed that into the stupid #MenToo vs #BelieveAllWomen bullshit. 
Which is a shame! No one deserves to be abused. Period. 
#amberheardvsjohnnydepp 
#JohnnyDepp
#AmberHeard","['MenToo', 'BelieveAllWomen', 'amberheardvsjohnnydepp', 'JohnnyDepp', 'AmberHeard']"
954,ChrissieClarky,"Mother of Mayhem. Wife of a Hero. Student of Psychology. Mask wearer. Autoimmune survivor. Scottish Nationalist, Socialist, Proscience, Antifascist. Bit weird.","Nunia, Bidness",501,197,4354,1305,"Look you can say you don’t give a shit about the #JohnnyDepp and #AmberHeard trial but since it ended I’ve had two dv hotline calls TODAY, both male. That’s more than I’ve gotten in the last YEAR if not two. That’s why it’s important.","['JohnnyDepp', 'AmberHeard']"
955,Rauna40072855,Hello😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘,,90,206,45434,37,"While #NewJobsForAmberHeard is trending, I'd like to suggest that #AmberHeard could work as #EveBarlow's publicist.","['NewJobsForAmberHeard', 'AmberHeard', 'EveBarlow']"
956,dawnstaley5,,,18,23,281,0,Elon will pay her bill because why? She dumped him to try and get back with Depp. WTF I guess if you are going to be a gold digger hit your baby daddy up! #JohnnyDepp #AmberHeard #AmberHeardCommittedPerjury,"['JohnnyDepp', 'AmberHeard', 'AmberHeardCommittedPerjury']"
957,ipltweeter1,,,8,6,2146,0,"#AmberHeard be like : You mean there is great chance of higher Alimony 😛

#AmberHeardCommittedPerjury #DeppHeard https://t.co/CmXNbRCsYC","['AmberHeard', 'AmberHeardCommittedPerjury', 'DeppHeard']"
958,AlaynaKind,"Animal Lover, kindness seeker, life enjoyer.",,96,18,2463,3,"Sweetheart, You lied on the stand to protect your sister who's an abuser, I hope the justice system doesn't let you get away with it. #JusticeForJohnnyDeep #AmberHeardIsALiar #amberheard #JohnnyDeppIsInnocent #johnnydepp #whitneyheard #WhitneyHenriquez https://t.co/8GNRUTra2p",[]
959,AryanTh82808744,"#Satyameva Jayate  
#IamWithFarmers
#SpeakUpIndia",,653,432,87085,44,"Read this article if you haven’t already.. @MoiraDonegan calls it.. #AmberHeard #JohnnyDepp 
https://t.co/Ki9L7MXJjd","['AmberHeard', 'JohnnyDepp']"
960,zephyrchan,"Doctoral student specializing in Chinese Buddhism, specifically, the Tiantai Buddhist tradition.

可憐之人，必有可恨之處。
可恨之人，必有可悲之苦
                                 魯訊","San Francisco, CA",1782,677,71540,37,"While #NewJobsForAmberHeard is trending, I'd like to suggest that #AmberHeard could work as #EveBarlow's publicist.","['NewJobsForAmberHeard', 'AmberHeard', 'EveBarlow']"
961,Tonythetrader73,"Don't take my advice , 

£200 to £20k challenge 

stock go down as well as up 

If I think its a Bargain I'll retweet it.

you may lose money in any tweets I 📫","Ilford, London",681,145,554,0,"@Angenette5 @cornelia1819 Wierd how 99% of #AmberHeard #EveBarlowIsAJoke followers don't allow replying on tweets its like they don't want to see or hear the amount of wrongs lies amber did , eve Barlow thinks she's got amber for life , the past dictates that they have a very short future","['AmberHeard', 'EveBarlowIsAJoke']"
